
Predictions(GD) 	 Predictions(C) 	 True Value
4.29556			 4.29504			 4.27024
0.291483			 0.283711			 0.317735
0.226578			 0.265424			 0.223717
1.11056			 1.11118			 1.14218
4.30734			 4.3068			 4.26218
0.236428			 0.269541			 0.269496
4.29242			 4.29189			 4.32529
1.26789			 1.26801			 1.25331
2.2636			 2.27232			 2.26387
5.27547			 5.27962			 5.24623
0.753254			 0.740901			 0.742013
0.446364			 0.451533			 0.467893
1.32502			 1.32473			 1.30461
3.2967			 3.30423			 3.27748
1.81774			 1.81942			 1.81343
4.44282			 4.44225			 4.46861
6.41779			 6.41777			 6.39194
2.85488			 2.8661			 2.86828
2.42099			 2.43142			 2.45584
2.37041			 2.38037			 2.3857
0.773921			 0.762649			 0.798726
1.31108			 1.3109			 1.3323
0.472918			 0.475336			 0.430699
0.276333			 0.274467			 0.272273
0.381705			 0.385216			 0.402518
1.43277			 1.4319			 1.45051
0.870749			 0.864885			 0.905168
1.39519			 1.39447			 1.36192
1.3105			 1.31031			 1.33098
4.81829			 4.81909			 4.84302
0.918241			 0.91464			 0.941241
0.205386			 0.210902			 0.178475
1.06559			 1.06587			 1.05052
2.37481			 2.38481			 2.36941
0.980283			 0.978902			 0.95527
0.6275			 0.613232			 0.667105
1.75061			 1.75136			 1.78518
5.09297			 5.09569			 5.07711
4.60354			 4.60332			 4.60558
0.211798			 0.238329			 0.246133
2.85593			 2.86715			 2.837
0.262046			 0.270335			 0.266584
1.15019			 1.15087			 1.1262
2.48035			 2.49122			 2.48708
5.3046			 5.30896			 5.33295
1.04719			 1.04724			 1.05197
2.66784			 2.67941			 2.71687
0.32693			 0.319505			 0.359323
0.448836			 0.453806			 0.452571
0.430961			 0.437016			 0.469011
0.593314			 0.580954			 0.632516
3.55211			 3.55679			 3.55735
5.69248			 5.69902			 5.72532
1.22356			 1.22398			 1.18904
2.57375			 2.58511			 2.57672
4.69304			 4.69317			 4.64476
0.197542			 0.154868			 0.176633
1.22785			 1.22824			 1.19417
0.329408			 0.322432			 0.323816
1.17083			 1.17148			 1.13506
1.05641			 1.05658			 1.02133
2.55757			 2.56887			 2.59185
0.263693			 0.270589			 0.223159
4.87966			 4.88084			 4.86019
0.577404			 0.566385			 0.551278
0.969474			 0.96777			 0.962239
3.24493			 3.25303			 3.27474
0.922799			 0.919391			 0.939912
4.12064			 4.12063			 4.11039
1.81957			 1.82127			 1.81554
0.570464			 0.560118			 0.577386
0.319575			 0.311018			 0.333597
0.730794			 0.717403			 0.739908
4.48126			 4.48074			 4.52175
0.362115			 0.362147			 0.349502
1.88709			 1.88984			 1.92371
0.396425			 0.40166			 0.379914
1.24795			 1.24822			 1.23473
2.97518			 2.98572			 2.96985
4.44255			 4.44198			 4.40208
1.83499			 1.83692			 1.87107
1.94429			 1.94797			 1.99566
0.205847			 0.213345			 0.269969
0.252366			 0.269771			 0.296897
1.48204			 1.48107			 1.46018
0.444008			 0.449353			 0.421509
4.69351			 4.69364			 4.6573
0.582969			 0.571449			 0.578566
0.188637			 0.0455768			 0.200454
1.16915			 1.1698			 1.12971
0.361984			 0.36199			 0.405842
0.953649			 0.951423			 0.909345
0.35895			 0.358322			 0.353381
0.709764			 0.695591			 0.73151
0.398454			 0.40386			 0.385293
0.49484			 0.494313			 0.523847
0.429739			 0.435835			 0.423226
0.303067			 0.293695			 0.280016
3.12141			 3.13075			 3.09658
1.4679			 1.46694			 1.42955
2.42495			 2.43541			 2.43437
2.93426			 2.94507			 2.93496
4.16098			 4.1608			 4.11857
1.46533			 1.46438			 1.50018
5.19373			 5.19724			 5.23783
0.956826			 0.954709			 0.945655
0.187233			 0.0223585			 0.234044
3.60411			 3.60822			 3.6277
3.82901			 3.83093			 3.87851
4.11314			 4.11316			 4.08948
3.04872			 3.0587			 3.07423
3.83742			 3.83926			 3.82383
0.227054			 0.265785			 0.259591
1.04866			 1.04872			 1.01225
4.75561			 4.75605			 4.71488
0.280786			 0.27668			 0.278621
0.314564			 0.305464			 0.342799
5.32923			 5.33377			 5.28536
3.32997			 3.33714			 3.29371
6.14312			 6.14805			 6.12343
0.242757			 0.269953			 0.218615
0.206019			 0.214233			 0.178861
0.663414			 0.64848			 0.678019
0.293276			 0.285108			 0.27691
1.02582			 1.02551			 1.01215
1.75926			 1.76013			 1.74386
0.40879			 0.414821			 0.407313
0.470548			 0.473257			 0.472837
0.800292			 0.790497			 0.827897
1.44104			 1.44014			 1.39926
6.3134			 6.31571			 6.3101
0.302141			 0.29282			 0.264827
1.21005			 1.21054			 1.20631
1.99619			 2.00075			 2.03057
1.23707			 1.23741			 1.203
0.911858			 0.90798			 0.885643
1.92433			 1.92768			 1.89811
0.472792			 0.475225			 0.510035
