
Predictions(GD) 	 Predictions(C) 	 True Value
2.64924			 2.62516			 2.59642
3.01221			 2.90654			 2.94784
1.94481			 1.74827			 1.66637
3.34216			 3.66044			 3.59333
2.66596			 2.7978			 2.73766
2.94885			 2.97242			 2.94052
2.34016			 2.58196			 2.63461
2.11498			 1.80427			 1.98461
2.77484			 2.95646			 2.97628
2.80908			 2.94807			 2.87661
2.78572			 2.7609			 2.67133
2.85777			 3.24882			 3.33119
3.09222			 3.77637			 3.74321
3.1127			 3.6146			 3.52878
2.24481			 1.76664			 1.84349
2.91747			 3.32101			 3.18002
2.58008			 2.70796			 2.92497
2.12434			 2.11361			 2.24844
2.8348			 3.05243			 2.99127
3.28384			 3.22331			 3.26584
2.93137			 3.11768			 3.13934
2.49474			 2.7855			 2.75829
3.13845			 3.22323			 3.07446
2.17139			 2.05137			 2.13815
2.40196			 2.22718			 2.25695
2.12765			 2.02839			 2.25675
2.84102			 2.72255			 2.74907
2.11004			 2.04487			 2.02808
3.19338			 3.49069			 3.54785
2.52632			 2.47976			 2.49432
3.09258			 3.63007			 3.61853
2.4667			 2.5153			 2.45983
2.63143			 2.80089			 2.93562
2.36329			 2.15766			 2.08059
2.5671			 2.83827			 2.6374
3.4197			 3.96295			 3.89081
3.05551			 3.21584			 3.18258
2.66262			 2.90368			 3.05216
2.49684			 2.45814			 2.60558
3.01157			 3.36214			 3.44791
2.42209			 2.66157			 2.58583
2.54199			 2.13042			 2.04123
3.08446			 3.36479			 3.42772
3.03122			 3.48505			 3.60635
2.64781			 2.70815			 2.59491
2.65731			 2.78322			 2.97904
3.25526			 3.81682			 3.96165
2.89161			 3.12749			 3.26309
2.95917			 3.57507			 3.58095
2.27394			 1.90315			 2.02853
2.66451			 2.81487			 2.81796
2.93188			 2.8991			 2.84749
2.8468			 3.00515			 2.97336
2.63155			 2.6739			 2.64671
3.2892			 3.41336			 3.4501
2.50051			 2.5984			 2.6301
2.89419			 2.94462			 3.02263
2.46734			 2.33047			 2.29161
2.43234			 2.67915			 2.6216
2.07749			 1.9392			 2.05674
2.83554			 2.99957			 3.08556
2.5022			 2.32211			 2.21032
2.60685			 3.01591			 3.17845
2.28974			 2.16049			 2.07474
2.53587			 2.3837			 2.4395
2.21525			 1.98835			 1.90097
3.05208			 3.62559			 3.44807
2.40845			 2.40412			 2.40645
2.96633			 2.98689			 3.05402
3.00881			 3.29453			 3.3298
2.41051			 2.09994			 2.20531
2.52377			 2.50626			 2.46356
2.99282			 3.40391			 3.36265
2.32482			 2.10356			 1.90507
2.76422			 3.12338			 3.08473
2.87519			 3.22989			 3.26059
3.24975			 3.69093			 3.72259
2.33529			 2.19978			 2.43613
2.14803			 1.9502			 1.88802
2.76984			 2.82504			 2.82129
2.79763			 2.75242			 2.71234
2.63314			 2.74637			 2.74455
2.26345			 2.11259			 2.00184
2.47304			 2.41731			 2.39381
2.85543			 3.07773			 3.15154
2.63943			 2.95153			 2.88746
3.07363			 3.11349			 3.24497
2.83596			 3.27932			 3.53207
2.98471			 3.31747			 3.32768
2.34251			 2.08689			 2.20173
2.98577			 3.33676			 3.50436
2.36991			 2.57529			 2.59549
3.30702			 3.53134			 3.59912
2.57277			 2.47304			 2.44222
2.32811			 1.99495			 1.89578
2.73294			 2.90571			 2.94426
2.14155			 1.74943			 1.88473
3.00557			 3.31006			 3.30622
3.19933			 3.36363			 3.39444
2.63495			 2.33595			 2.25309
2.92852			 2.89743			 2.98741
2.58312			 2.67868			 2.7649
2.855			 2.80465			 2.75257
2.7336			 3.04882			 3.24077
2.56383			 2.48908			 2.47697
2.83896			 2.86726			 2.77077
2.82408			 2.96173			 2.94036
2.93636			 3.07165			 2.99758
2.88843			 3.22139			 3.18061
2.80613			 2.90567			 2.89882
2.61643			 2.26937			 2.11926
2.56237			 2.93002			 2.83897
3.27955			 3.83158			 3.97345
2.55162			 2.87915			 2.88216
3.34249			 3.63674			 3.74288
2.84143			 3.12829			 3.11877
2.3114			 2.64974			 2.61873
2.92735			 2.82939			 2.76063
2.37446			 2.3026			 2.29838
2.786			 2.71502			 2.68725
2.69826			 2.80706			 2.76823
2.71748			 2.82136			 2.79652
2.57689			 2.98111			 2.98344
3.15348			 3.44532			 3.5467
2.65705			 2.48762			 2.48624
2.82158			 2.72419			 2.72367
1.85836			 1.70649			 1.79503
2.39541			 1.84715			 1.83217
2.40097			 2.25061			 2.276
2.22752			 2.35984			 2.3997
2.51599			 2.2701			 2.42811
2.62221			 2.71098			 2.77304
2.83261			 2.6141			 2.45238
2.84479			 2.92313			 2.75865
2.66151			 2.86351			 2.93873
3.01646			 3.21617			 3.19144
2.77698			 3.03317			 3.10168
2.84086			 2.84932			 2.59457
2.83959			 2.93963			 2.93597
2.14308			 2.11889			 2.26148
2.82072			 2.8336			 2.80168
2.36469			 2.33015			 2.23662
2.64761			 2.43838			 2.44395
2.1093			 2.02134			 2.01402
3.28478			 3.72285			 3.79742
2.60047			 2.74128			 2.81965
3.12994			 3.23922			 3.38593
2.7185			 2.84535			 2.81441
3.07201			 3.45611			 3.45978
3.02665			 3.10195			 3.07027
2.3777			 2.41683			 2.38584
2.63389			 2.5402			 2.62601
2.37061			 1.92461			 1.98033
2.54066			 2.50885			 2.53967
1.83333			 1.57771			 1.37961
2.4402			 2.38185			 2.21532
3.24982			 3.68817			 3.75802
2.00328			 1.50301			 1.56158
2.64942			 2.47123			 2.67945
2.65865			 2.58044			 2.41507
2.63461			 2.64169			 2.58876
2.89869			 3.03895			 2.99469
2.91143			 2.68766			 2.82235
2.74518			 2.68413			 2.66615
2.57229			 2.43607			 2.39446
2.61561			 2.71594			 2.71695
2.95412			 3.16058			 3.12787
2.2211			 2.1785			 2.11782
3.04148			 3.47616			 3.41717
3.13201			 3.47798			 3.46312
2.72495			 2.49425			 2.62329
2.80374			 2.91999			 2.8627
3.54472			 3.89551			 3.93687
2.59195			 2.41463			 2.33616
2.92133			 3.44358			 3.53906
2.52129			 2.893			 2.86945
2.44491			 2.02025			 1.77009
3.09924			 3.42172			 3.40225
2.65517			 2.79748			 3.02898
2.83309			 3.10867			 3.10383
1.63027			 1.21384			 1.28249
2.46165			 2.343			 2.39448
2.32744			 2.00426			 2.03602
2.78507			 3.12334			 3.23983
2.34383			 2.55274			 2.48623
3.02639			 3.57131			 3.47136
2.3263			 1.9963			 2.00937
2.66196			 2.24624			 2.16925
2.48416			 2.78926			 2.7829
2.66315			 2.97415			 2.94361
2.30856			 2.32974			 2.3079
2.80441			 3.05079			 2.90819
2.16878			 2.21924			 2.24226
3.20521			 3.46229			 3.42338
2.52227			 2.73575			 2.72453
2.37794			 2.18742			 2.15297
2.4172			 2.32479			 2.4264
2.16981			 1.81558			 1.92557
2.62417			 2.45678			 2.44969
2.72563			 3.01125			 2.98643
Testing loss 0.0821633
Testing accuracy 0.0864119
